Frequency(Hz)	S21_complex
4.653045304530e+09	-7.574009762854e-01+4.236593300152e-01j
4.653165316532e+09	-7.465651681686e-01+4.416882619092e-01j
4.653285328533e+09	-7.353110027836e-01+4.594481352469e-01j
4.653405340534e+09	-7.236242069050e-01+4.769283402256e-01j
4.653525352535e+09	-7.115270811879e-01+4.941121734269e-01j
4.653645364536e+09	-6.990216937096e-01+5.109806561767e-01j
4.653765376538e+09	-6.861153151622e-01+5.275300597115e-01j
4.653885388539e+09	-6.728061984851e-01+5.437702565583e-01j
4.654005400540e+09	-6.591162352470e-01+5.596743104688e-01j
4.654125412541e+09	-6.450541055850e-01+5.752231223075e-01j
4.654245424542e+09	-6.306057783066e-01+5.904472034761e-01j
4.654365436544e+09	-6.158084932979e-01+6.052835436048e-01j
4.654485448545e+09	-6.006635721910e-01+6.197651380809e-01j
4.654605460546e+09	-5.851671056797e-01+6.338736340135e-01j
4.654725472547e+09	-5.693538210570e-01+6.475729026832e-01j
4.654845484548e+09	-5.532105928130e-01+6.609081271371e-01j
4.654965496550e+09	-5.367511968663e-01+6.738273841515e-01j
4.655085508551e+09	-5.199775426584e-01+6.863262747543e-01j
4.655205520552e+09	-5.029327236455e-01+6.984330082196e-01j
4.655325532553e+09	-4.855960312278e-01+7.100940048041e-01j
4.655445544554e+09	-4.679793098229e-01+7.213496098985e-01j
4.655565556556e+09	-4.501041453900e-01+7.321547520133e-01j
4.655685568557e+09	-4.319929329231e-01+7.425280410383e-01j
4.655805580558e+09	-4.136260718895e-01+7.524329562693e-01j
4.655925592559e+09	-3.950354268105e-01+7.619056445598e-01j
4.656045604560e+09	-3.762130071137e-01+7.709184258855e-01j
4.656165616562e+09	-3.572069259561e-01+7.794578105634e-01j
4.656285628563e+09	-3.379848509960e-01+7.875458976814e-01j
4.656405640564e+09	-3.185981130027e-01+7.951340097895e-01j
4.656525652565e+09	-2.990276363531e-01+8.022574305338e-01j
4.656645664566e+09	-2.792973602874e-01+8.089097642454e-01j
4.656765676568e+09	-2.594287100085e-01+8.150607188775e-01j
4.656885688569e+09	-2.393994870879e-01+8.207321392536e-01j
4.657005700570e+09	-2.192695218198e-01+8.259122017763e-01j
4.657125712571e+09	-1.990178700661e-01+8.306019598858e-01j
4.657245724572e+09	-1.786706056000e-01+8.347983194924e-01j
4.657365736574e+09	-1.582276002036e-01+8.384785308697e-01j
4.657485748575e+09	-1.377177880629e-01+8.416891327539e-01j
4.657605760576e+09	-1.171465176461e-01+8.443669663999e-01j
4.657725772577e+09	-9.651922493328e-02+8.465588211069e-01j
4.657845784578e+09	-7.583241675567e-02+8.482401876352e-01j
4.657965796580e+09	-5.515123693210e-02+8.494214476648e-01j
4.658085808581e+09	-3.444622622933e-02+8.500873995744e-01j
4.658205820582e+09	-1.372181231868e-02+8.502529562606e-01j
4.658325832583e+09	6.975369566387e-03+8.499125746210e-01j
4.658445844584e+09	2.765830270281e-02+8.490677940425e-01j
4.658565856586e+09	4.830870442294e-02+8.477228519960e-01j
4.658685868587e+09	6.890066073929e-02+8.458766157277e-01j
4.658805880588e+09	8.943032955668e-02+8.435311562446e-01j
4.658925892589e+09	1.099075548730e-01+8.406894893057e-01j
4.659045904590e+09	1.302821426198e-01+8.373299811250e-01j
4.659165916592e+09	1.505711116334e-01+8.335095512235e-01j
4.659285928593e+09	1.707477896828e-01+8.291687886863e-01j
4.659405940594e+09	1.908087400596e-01+8.243450515011e-01j
4.659525952595e+09	2.107310221472e-01+8.190420218237e-01j
4.659645964596e+09	2.305133039411e-01+8.132480302168e-01j
4.659765976598e+09	2.501308152747e-01+8.069892030923e-01j
4.659885988599e+09	2.695873648514e-01+8.002448138716e-01j
4.660006000600e+09	2.888783535570e-01+7.930330611195e-01j
4.660126012601e+09	3.079692594479e-01+7.853622161520e-01j
4.660246024602e+09	3.268613256926e-01+7.772261321639e-01j
4.660366036604e+09	3.455363454931e-01+7.686223555751e-01j
4.660486048605e+09	3.639913978225e-01+7.595867527046e-01j
4.660606060606e+09	3.822012663562e-01+7.501062714657e-01j
4.660726072607e+09	4.001905255826e-01+7.401729558636e-01j
4.660846084608e+09	4.178961676211e-01+7.298386733217e-01j
4.660966096610e+09	4.353659265288e-01+7.190421307204e-01j
4.661086108611e+09	4.525348677581e-01+7.078472864181e-01j
4.661206120612e+09	4.694316832245e-01+6.962341460493e-01j
4.661326132613e+09	4.860394369238e-01+6.842251238996e-01j
4.661446144614e+09	5.023211886624e-01+6.718136204346e-01j
4.661566156616e+09	5.182863330222e-01+6.590256098170e-01j
4.661686168617e+09	5.339400938456e-01+6.458380912361e-01j
4.661806180618e+09	5.492633272929e-01+6.322849681058e-01j
4.661926192619e+09	5.642433470050e-01+6.183704936023e-01j
4.662046204620e+09	5.788644769236e-01+6.041004049665e-01j
4.662166216622e+09	5.931279253833e-01+5.894719064035e-01j
4.662286228623e+09	6.070340338947e-01+5.745160524489e-01j
4.662406240624e+09	6.205454477340e-01+5.592393364902e-01j
4.662526252625e+09	6.337035264496e-01+5.436339553636e-01j
4.662646264626e+09	6.464330051456e-01+5.277237313093e-01j
4.662766276628e+09	6.587828123103e-01+5.115084100387e-01j
4.662886288629e+09	6.707238653518e-01+4.950075195528e-01j
4.663006300630e+09	6.822546903978e-01+4.782126511480e-01j
4.663126312631e+09	6.933757769774e-01+4.611792915297e-01j
4.663246324632e+09	7.040533514072e-01+4.438644576349e-01j
4.663366336634e+09	7.143043057831e-01+4.263176277718e-01j
4.663486348635e+09	7.241238649091e-01+4.085131123711e-01j
4.663606360636e+09	7.335045695100e-01+3.904974637699e-01j
4.663726372637e+09	7.424250418984e-01+3.722545015795e-01j
4.663846384638e+09	7.509127267238e-01+3.538145076727e-01j
4.663966396640e+09	7.589220574430e-01+3.351912939787e-01j
4.664086408641e+09	7.664739496691e-01+3.163699801486e-01j
4.664206420642e+09	7.735615986293e-01+2.973898428483e-01j
4.664326432643e+09	7.801968215749e-01+2.782378865289e-01j
4.664446444644e+09	7.863309487356e-01+2.589430138449e-01j
4.664566456646e+09	7.920082633983e-01+2.395196212940e-01j
4.664686468647e+09	7.971933596070e-01+2.199696841493e-01j
4.664806480648e+09	8.019006774370e-01+2.003017083947e-01j
4.664926492649e+09	8.061308160288e-01+1.805365863148e-01j
4.665046504650e+09	8.098709375839e-01+1.606904596652e-01j
4.665166516652e+09	8.131127625001e-01+1.407692544106e-01j
4.665286528653e+09	8.158661674901e-01+1.207840762472e-01j
4.665406540654e+09	8.181259759245e-01+1.007372438663e-01j
4.665526552655e+09	8.199135923640e-01+8.065260749833e-02j
4.665646564656e+09	8.211874050709e-01+6.054693860630e-02j
4.665766576658e+09	8.219694530440e-01+4.041528124905e-02j
4.665886588659e+09	8.222750242326e-01+2.029695146507e-02j
4.666006600660e+09	8.220758191019e-01+1.809209702611e-04j
4.666126612661e+09	8.213821080299e-01-1.991844137949e-02j
4.666246624662e+09	8.201997861275e-01-3.999323923732e-02j
4.666366636664e+09	8.185293633358e-01-6.000563162919e-02j
4.666486648665e+09	8.163648944164e-01-7.997219410128e-02j
4.666606660666e+09	8.137338787508e-01-9.986334767134e-02j
4.666726672667e+09	8.105977898232e-01-1.196751051589e-01j
4.666846684668e+09	8.069748837191e-01-1.394119934365e-01j
4.666966696670e+09	8.028859511432e-01-1.590256136256e-01j
4.667086708671e+09	7.983130237334e-01-1.785307160353e-01j
4.667206720672e+09	7.932686821895e-01-1.978934294548e-01j
4.667326732673e+09	7.877512746313e-01-2.171298635791e-01j
4.667446744674e+09	7.817749780963e-01-2.362120558858e-01j
4.667566756676e+09	7.753192291289e-01-2.551429950595e-01j
4.667686768677e+09	7.684220401013e-01-2.738933289491e-01j
4.667806780678e+09	7.610603466195e-01-2.924620109059e-01j
4.667926792679e+09	7.532685149082e-01-3.108255205596e-01j
4.668046804680e+09	7.450025873152e-01-3.289877608404e-01j
4.668166816682e+09	7.363173202631e-01-3.469320073892e-01j
4.668286828683e+09	7.272102587202e-01-3.646512526034e-01j
4.668406840684e+09	7.176571217144e-01-3.821400201719e-01j
4.668526852685e+09	7.076955240423e-01-3.993651077845e-01j
4.668646864686e+09	6.973073154445e-01-4.163407128908e-01j
4.668766876688e+09	6.865335562181e-01-4.330452441323e-01j
4.668886888689e+09	6.753356801359e-01-4.494760511270e-01j
4.669006900690e+09	6.637550768706e-01-4.656227726545e-01j
4.669126912691e+09	6.517868726961e-01-4.814616118507e-01j
4.669246924692e+09	6.394335060269e-01-4.970043881592e-01j
4.669366936694e+09	6.267198543328e-01-5.122294802098e-01j
4.669486948695e+09	6.136474063988e-01-5.271257754638e-01j
4.669606960696e+09	6.002118366806e-01-5.416921712464e-01j
4.669726972697e+09	5.864449684388e-01-5.559182773270e-01j
4.669846984698e+09	5.723274865782e-01-5.697949185567e-01j
4.669966996700e+09	5.578829595732e-01-5.833118284968e-01j
4.670087008701e+09	5.431277020810e-01-5.964560745518e-01j
4.670207020702e+09	5.280506355280e-01-6.092444151375e-01j
4.670327032703e+09	5.126744335527e-01-6.216438377206e-01j
4.670447044704e+09	4.970166686412e-01-6.336486937770e-01j
4.670567056706e+09	4.810528422182e-01-6.452732241618e-01j
4.670687068707e+09	4.648484551886e-01-6.564932351228e-01j
4.670807080708e+09	4.483680581666e-01-6.672956690490e-01j
4.670927092709e+09	4.316415336427e-01-6.777053975484e-01j
4.671047104710e+09	4.146713733367e-01-6.876733006620e-01j
4.671167116712e+09	3.974697731273e-01-6.972358659451e-01j
4.671287128713e+09	3.800582504994e-01-7.063583012437e-01j
4.671407140714e+09	3.624182297355e-01-7.150550481630e-01j
4.671527152715e+09	3.446043003422e-01-7.232986621095e-01j
4.671647164716e+09	3.265777792351e-01-7.311033136882e-01j
4.671767176718e+09	3.083890794968e-01-7.384754303265e-01j
4.671887188719e+09	2.900370844258e-01-7.453778947931e-01j
4.672007200720e+09	2.715343913280e-01-7.518277635297e-01j
4.672127212721e+09	2.528837642127e-01-7.578265734386e-01j
4.672247224722e+09	2.341013588141e-01-7.633541681300e-01j
4.672367236724e+09	2.152011681001e-01-7.684239015146e-01j
4.672487248725e+09	1.961873564257e-01-7.730177099141e-01j
4.672607260726e+09	1.770995209507e-01-7.771414818141e-01j
4.672727272727e+09	1.579028226485e-01-7.808023307341e-01j
4.672847284728e+09	1.386375520354e-01-7.839859529742e-01j
4.672967296730e+09	1.193121677016e-01-7.866883245586e-01j
4.673087308731e+09	9.993708657861e-02-7.889252367737e-01j
4.673207320732e+09	8.053167223615e-02-7.906834859752e-01j
4.673327332733e+09	6.108548525234e-02-7.919538561982e-01j
4.673447344734e+09	4.163254568030e-02-7.927552617604e-01j
4.673567356736e+09	2.217758325079e-02-7.930901979139e-01j
4.673687368737e+09	2.746129461244e-03-7.929232288543e-01j
4.673807380738e+09	-1.668324413436e-02-7.922943510742e-01j
4.673927392739e+09	-3.607960961949e-02-7.911873954791e-01j
4.674047404740e+09	-5.543081162904e-02-7.896080505530e-01j
4.674167416742e+09	-7.471678604425e-02-7.875520353980e-01j
4.674287428743e+09	-9.394283187853e-02-7.850298053584e-01j
4.674407440744e+09	-1.131041323835e-01-7.820372075935e-01j
4.674527452745e+09	-1.321513213782e-01-7.785732650474e-01j
4.674647464746e+09	-1.511125763818e-01-7.746506749179e-01j
4.674767476748e+09	-1.699549484463e-01-7.702684731202e-01j
4.674887488749e+09	-1.886575085134e-01-7.654195106852e-01j
4.675007500750e+09	-2.072416513946e-01-7.601297740648e-01j
4.675127512751e+09	-2.256858113861e-01-7.543750403375e-01j
4.675247524752e+09	-2.439698561003e-01-7.481749984925e-01j
4.675367536754e+09	-2.620736702010e-01-7.415351117723e-01j
4.675487548755e+09	-2.800033748405e-01-7.344599088424e-01j
4.675607560756e+09	-2.977561981475e-01-7.269548017198e-01j
4.675727572757e+09	-3.153066106568e-01-7.190038998902e-01j
4.675847584758e+09	-3.326251574960e-01-7.106491277105e-01j
4.675967596760e+09	-3.497552561229e-01-7.018731033195e-01j
4.676087608761e+09	-3.666420647942e-01-6.926775248882e-01j
4.676207620762e+09	-3.832748192717e-01-6.830918494823e-01j
4.676327632763e+09	-3.996719717904e-01-6.730944505227e-01j
4.676447644764e+09	-4.158020385366e-01-6.627099165302e-01j
4.676567656766e+09	-4.316627947003e-01-6.519320134059e-01j
4.676687668767e+09	-4.472450272088e-01-6.407910840701e-01j
4.676807680768e+09	-4.625431851895e-01-6.292561056253e-01j
4.676927692769e+09	-4.775485575870e-01-6.173685634892e-01j
4.677047704770e+09	-4.922478901343e-01-6.051152617361e-01j
4.677167716772e+09	-5.066332073959e-01-5.925225002871e-01j
4.677287728773e+09	-5.206981965570e-01-5.795857351867e-01j
4.677407740774e+09	-5.344290599382e-01-5.663158140150e-01j
4.677527752775e+09	-5.478253912694e-01-5.527176934384e-01j
4.677647764776e+09	-5.608627853428e-01-5.388088419875e-01j
4.677767776778e+09	-5.735712955802e-01-5.245917346245e-01j
4.677887788779e+09	-5.859094099449e-01-5.100791535214e-01j
4.678007800780e+09	-5.978749959477e-01-4.952805419575e-01j
4.678127812781e+09	-6.094776471083e-01-4.801932370908e-01j
4.678247824782e+09	-6.206970201725e-01-4.648413051364e-01j
4.678367836784e+09	-6.315302934526e-01-4.492134999690e-01j
4.678487848785e+09	-6.419592728812e-01-4.333560567706e-01j
4.678607860786e+09	-6.520053403883e-01-4.172455265360e-01j
4.678727872787e+09	-6.616366311116e-01-4.009150782954e-01j
4.678847884788e+09	-6.708765038460e-01-3.843462292371e-01j
4.678967896790e+09	-6.796804080483e-01-3.675710616447e-01j
4.679087908791e+09	-6.880726135134e-01-3.505933736734e-01j
4.679207920792e+09	-6.960466256120e-01-3.334378281644e-01j
4.679327932793e+09	-7.035792520728e-01-3.160965665505e-01j
4.679447944794e+09	-7.107025890858e-01-2.985904041074e-01j
4.679567956796e+09	-7.173837220591e-01-2.809104674134e-01j
4.679687968797e+09	-7.235992968796e-01-2.630909504872e-01j
4.679807980798e+09	-7.294053061292e-01-2.451487148798e-01j
4.679927992799e+09	-7.347594937097e-01-2.270664877341e-01j
4.680048004800e+09	-7.396508265199e-01-2.088614992934e-01j
4.680168016802e+09	-7.441090919351e-01-1.905782971011e-01j
4.680288028803e+09	-7.481164083230e-01-1.721785549143e-01j
4.680408040804e+09	-7.516598555613e-01-1.537146331472e-01j
4.680528052805e+09	-7.547525577539e-01-1.351659803982e-01j
4.680648064806e+09	-7.573834756886e-01-1.165793800835e-01j
4.680768076808e+09	-7.595627665737e-01-9.793413603632e-02j
4.680888088809e+09	-7.612753117498e-01-7.925749142610e-02j
4.681008100810e+09	-7.625490390093e-01-6.055576751531e-02j
4.681128112811e+09	-7.633348274255e-01-4.182167365657e-02j
4.681248124812e+09	-7.636796055643e-01-2.311568547241e-02j
4.681368136814e+09	-7.635611656093e-01-4.393514779391e-03j
4.681488148815e+09	-7.629868998423e-01+1.429153214262e-02j
4.681608160816e+09	-7.619533132155e-01+3.294634012004e-02j
4.681728172817e+09	-7.604536042544e-01+5.156926895700e-02j
4.681848184818e+09	-7.585174661051e-01+7.013331538630e-02j
4.681968196820e+09	-7.561214195295e-01+8.864425642898e-02j
4.682088208821e+09	-7.532735941805e-01+1.070709491972e-01j
4.682208220822e+09	-7.499788798184e-01+1.253905839564e-01j
4.682328232823e+09	-7.462479280522e-01+1.436294895277e-01j
4.682448244824e+09	-7.420645230292e-01+1.617655675422e-01j
4.682568256826e+09	-7.374366164293e-01+1.797818788994e-01j
4.682688268827e+09	-7.323767828217e-01+1.976609534116e-01j
4.682808280828e+09	-7.268855849988e-01+2.154004139949e-01j
4.682928292829e+09	-7.209680593136e-01+2.329862846491e-01j
4.683048304830e+09	-7.146177076668e-01+2.504228407933e-01j
4.683168316832e+09	-7.078556900365e-01+2.676723448200e-01j
4.683288328833e+09	-7.006812864291e-01+2.847484866044e-01j
4.683408340834e+09	-6.930807277209e-01+3.016358205980e-01j
4.683528352835e+09	-6.850908248697e-01+3.183136209486e-01j
4.683648364836e+09	-6.766884992354e-01+3.347915030198e-01j
4.683768376838e+09	-6.678868283159e-01+3.510453334711e-01j
4.683888388839e+09	-6.587112896586e-01+3.670627637924e-01j
4.684008400840e+09	-6.491414821589e-01+3.828410680527e-01j
4.684128412841e+09	-6.391969914164e-01+3.983678328675e-01j
4.684248424842e+09	-6.288885860306e-01+4.136269098399e-01j
4.684368436844e+09	-6.182066302737e-01+4.286577643409e-01j
4.684488448845e+09	-6.071750913507e-01+4.433849395291e-01j
4.684608460846e+09	-5.957913849291e-01+4.578352270846e-01j
4.684728472847e+09	-5.840637720856e-01+4.719744712925e-01j
4.684848484848e+09	-5.720133213361e-01+4.858452538495e-01j
4.684968496850e+09	-5.596255566870e-01+4.993891895818e-01j
4.685088508851e+09	-5.469051219969e-01+5.126235453589e-01j
4.685208520852e+09	-5.338926424314e-01+5.255365974284e-01j
4.685328532853e+09	-5.205778303839e-01+5.381077420967e-01j
4.685448544854e+09	-5.069501456038e-01+5.503521261913e-01j
4.685568556856e+09	-4.930619350330e-01+5.622491136640e-01j
4.685688568857e+09	-4.788700920463e-01+5.737916251014e-01j
4.685808580858e+09	-4.644295215359e-01+5.849849123113e-01j
4.685928592859e+09	-4.497177939563e-01+5.958079789831e-01j
4.686048604860e+09	-4.347503723042e-01+6.062643998106e-01j
4.686168616862e+09	-4.195615175484e-01+6.163460858629e-01j
4.686288628863e+09	-4.041322849731e-01+6.260413527138e-01j
4.686408640864e+09	-3.884721639762e-01+6.353544402262e-01j
4.686528652865e+09	-3.726129223952e-01+6.442697274635e-01j
4.686648664866e+09	-3.565326958870e-01+6.528029509520e-01j
4.686768676868e+09	-3.402699646085e-01+6.609373427828e-01j
4.686888688869e+09	-3.238365284300e-01+6.686464982008e-01j
4.687008700870e+09	-3.072210733037e-01+6.759654640945e-01j
4.687128712871e+09	-2.904489726987e-01+6.828686446797e-01j
4.687248724872e+09	-2.734971568465e-01+6.893410483961e-01j
4.687368736874e+09	-2.564364770275e-01+6.954100452810e-01j
4.687488748875e+09	-2.392221527852e-01+7.010444659604e-01j
4.687608760876e+09	-2.218956951409e-01+7.062647045808e-01j
4.687728772877e+09	-2.044535474912e-01+7.110477569025e-01j
4.687848784878e+09	-1.869254008592e-01+7.154046773114e-01j
4.687968796880e+09	-1.692867110886e-01+7.193346329059e-01j
4.688088808881e+09	-1.515910527366e-01+7.228258083926e-01j
4.688208820882e+09	-1.338106122355e-01+7.258825666494e-01j
4.688328832883e+09	-1.159897442070e-01+7.285113822275e-01j
4.688448844884e+09	-9.810709434750e-02+7.306852662211e-01j
4.688568856886e+09	-8.018266213789e-02+7.324334101725e-01j
4.688688868887e+09	-6.224366351858e-02+7.337375563268e-01j
4.688808880888e+09	-4.428777215346e-02+7.346200333018e-01j
4.688928892889e+09	-2.632375607822e-02+7.350329086744e-01j
4.689048904890e+09	-8.381725472115e-03+7.350257289261e-01j
4.689168916892e+09	9.554543901310e-03+7.345726694183e-01j
4.689288928893e+09	2.746212920545e-02+7.337024979056e-01j
4.689408940894e+09	4.532206219049e-02+7.323754412783e-01j
4.689528952895e+09	6.315087070950e-02+7.306113032999e-01j
4.689648964896e+09	8.090585133099e-02+7.284383951655e-01j
4.689768976898e+09	9.859883772691e-02+7.258188319735e-01j
4.689888988899e+09	1.162043326166e-01+7.227734563486e-01j
4.690009000900e+09	1.337242875704e-01+7.192969633985e-01j
4.690129012901e+09	1.511324276930e-01+7.154065167449e-01j
4.690249024902e+09	1.684367227149e-01+7.110896253846e-01j
4.690369036904e+09	1.856176592651e-01+7.063475812232e-01j
4.690489048905e+09	2.026652574602e-01+7.012069718132e-01j
4.690609060906e+09	2.195640496372e-01+6.956476070414e-01j
